Transaction ID;Country;Amount (USD);Transaction Type;Date of Transaction;Person Involved;Industry;Destination Country;Reported by Authority;Source of Money;Money Laundering Risk Score;Shell Companies Involved;Financial Institution;Tax Haven Country
TX0000005379;India;2.239.525.922.654.880;Stocks Transfer;13/8/13 02:00;Person_3542;Arms Trade;India;False;Illegal;7;8;Bank_273;Singapore
TX0000005380;UAE;4.643.231.989.308.040;Cash Withdrawal;13/8/13 03:00;Person_5843;Casinos;Brazil;False;Illegal;4;7;Bank_220;Panama
TX0000005381;Switzerland;4.909.401.248.667.830;Property Purchase;13/8/13 04:00;Person_1530;Casinos;Singapore;False;Illegal;1;7;Bank_359;Panama
TX0000005382;Russia;4.514.748.341.302.590;Stocks Transfer;13/8/13 05:00;Person_9039;Casinos;USA;False;Illegal;4;5;Bank_150;Luxembourg
TX0000005383;Brazil;2.935.971.582.902.330;Offshore Transfer;13/8/13 06:00;Person_1044;Construction;South Africa;False;Illegal;6;3;Bank_157;Switzerland
TX0000005384;China;28.461.003.827.003.100;Property Purchase;13/8/13 07:00;Person_4124;Oil & Gas;UAE;True;Illegal;2;3;Bank_333;Switzerland
TX0000005385;USA;40.004.226.140.963.300;Property Purchase;13/8/13 08:00;Person_7327;Arms Trade;China;False;Illegal;8;3;Bank_128;Panama
TX0000005386;Singapore;638.160.750.187.444;Stocks Transfer;13/8/13 09:00;Person_3982;Real Estate;South Africa;False;Legal;4;1;Bank_361;Luxembourg
TX0000005387;China;19.925.999.352.925.200;Property Purchase;13/8/13 10:00;Person_968;Luxury Goods;South Africa;False;Illegal;2;4;Bank_261;Panama
TX0000005388;UK;3.891.414.440.651.020;Offshore Transfer;13/8/13 11:00;Person_5347;Luxury Goods;India;False;Illegal;9;1;Bank_362;Cayman Islands
TX0000005389;South Africa;3.368.338.025.509.270;Cash Withdrawal;13/8/13 12:00;Person_8270;Finance;South Africa;False;Illegal;5;9;Bank_447;Switzerland
TX0000005390;South Africa;4.325.843.229.596.590;Offshore Transfer;13/8/13 13:00;Person_9223;Oil & Gas;India;False;Illegal;1;9;Bank_454;Bahamas
TX0000005391;South Africa;4.133.773.086.212.600;Stocks Transfer;13/8/13 14:00;Person_1748;Oil & Gas;Singapore;False;Legal;8;1;Bank_156;Singapore
TX0000005392;UK;27.609.135.899.401.700;Cryptocurrency;13/8/13 15:00;Person_8982;Construction;Brazil;False;Illegal;9;9;Bank_328;Panama
TX0000005393;Russia;11.511.473.911.163.000;Property Purchase;13/8/13 16:00;Person_4260;Construction;UAE;False;Illegal;7;7;Bank_114;Panama
TX0000005394;China;821.415.896.145.705;Stocks Transfer;13/8/13 17:00;Person_4046;Finance;Switzerland;False;Illegal;1;8;Bank_136;Panama
TX0000005395;India;4.986.212.009.590.450;Cash Withdrawal;13/8/13 18:00;Person_196;Construction;UK;False;Illegal;7;1;Bank_353;Cayman Islands
TX0000005396;Russia;9.150.624.200.219.590;Cryptocurrency;13/8/13 19:00;Person_7037;Construction;UAE;False;Illegal;1;9;Bank_210;Cayman Islands
TX0000005397;UK;14.350.894.655.092.200;Offshore Transfer;13/8/13 20:00;Person_9136;Construction;China;False;Illegal;8;0;Bank_109;Panama
TX0000005398;Switzerland;36.584.385.282.811.400;Cryptocurrency;13/8/13 21:00;Person_3656;Finance;Brazil;False;Illegal;9;0;Bank_256;Cayman Islands
TX0000005399;Brazil;2.074.732.842.771.340;Cryptocurrency;13/8/13 22:00;Person_6107;Oil & Gas;Switzerland;False;Illegal;6;1;Bank_348;Bahamas
TX0000005400;Brazil;39.149.122.984.275.500;Offshore Transfer;13/8/13 23:00;Person_5633;Construction;India;False;Legal;10;2;Bank_376;Luxembourg
TX0000005401;India;2.898.490.033.034.570;Cryptocurrency;14/8/13 00:00;Person_5393;Casinos;Singapore;False;Illegal;6;6;Bank_452;Switzerland
TX0000005402;Brazil;4.301.954.300.817.460;Offshore Transfer;14/8/13 01:00;Person_3644;Casinos;India;False;Illegal;1;3;Bank_180;Cayman Islands
TX0000005403;Switzerland;13.054.768.086.173.900;Stocks Transfer;14/8/13 02:00;Person_501;Luxury Goods;UAE;True;Illegal;6;3;Bank_294;Panama
TX0000005404;China;4.452.560.265.253.970;Stocks Transfer;14/8/13 03:00;Person_534;Construction;UAE;False;Illegal;1;3;Bank_84;Bahamas
TX0000005405;Russia;4.562.862.718.807.240;Cash Withdrawal;14/8/13 04:00;Person_9403;Oil & Gas;Switzerland;False;Illegal;6;9;Bank_139;Luxembourg
TX0000005406;UK;374.813.815.253.499;Cryptocurrency;14/8/13 05:00;Person_4982;Luxury Goods;Singapore;True;Legal;1;0;Bank_215;Singapore
TX0000005407;India;21.843.417.183.638.600;Offshore Transfer;14/8/13 06:00;Person_7454;Construction;China;False;Illegal;7;6;Bank_128;Switzerland
TX0000005408;India;4.613.812.957.259.220;Stocks Transfer;14/8/13 07:00;Person_4649;Casinos;Russia;False;Illegal;6;4;Bank_372;Luxembourg
TX0000005409;Brazil;24.743.961.543.819.500;Property Purchase;14/8/13 08:00;Person_5546;Real Estate;China;False;Illegal;3;4;Bank_81;Bahamas
TX0000005410;South Africa;33.685.011.049.377.900;Cryptocurrency;14/8/13 09:00;Person_5663;Finance;India;False;Illegal;9;0;Bank_146;Panama
TX0000005411;USA;1.741.217.642.250.100;Cryptocurrency;14/8/13 10:00;Person_5339;Luxury Goods;USA;False;Illegal;1;1;Bank_5;Luxembourg
TX0000005412;Singapore;306.124.338.811.973;Cryptocurrency;14/8/13 11:00;Person_8013;Real Estate;India;False;Illegal;1;5;Bank_281;Panama
TX0000005413;USA;4.656.927.230.988.610;Property Purchase;14/8/13 12:00;Person_404;Arms Trade;Singapore;False;Illegal;7;6;Bank_330;Bahamas
TX0000005414;USA;11.989.057.581.628.300;Property Purchase;14/8/13 13:00;Person_9464;Real Estate;South Africa;False;Illegal;6;1;Bank_425;Cayman Islands
TX0000005415;USA;34.159.535.471.827.800;Property Purchase;14/8/13 14:00;Person_8116;Finance;South Africa;False;Illegal;9;6;Bank_250;Singapore
TX0000005416;UAE;33.576.358.973.469.400;Stocks Transfer;14/8/13 15:00;Person_984;Finance;China;False;Illegal;10;0;Bank_281;Cayman Islands
TX0000005417;China;771.049.033.518.197;Property Purchase;14/8/13 16:00;Person_5040;Finance;UAE;False;Illegal;2;6;Bank_16;Luxembourg
TX0000005418;Switzerland;389.150.316.243.111;Offshore Transfer;14/8/13 17:00;Person_8754;Real Estate;Brazil;False;Illegal;7;8;Bank_161;Cayman Islands
TX0000005419;Singapore;4.350.206.339.247.750;Stocks Transfer;14/8/13 18:00;Person_5541;Arms Trade;Singapore;False;Illegal;8;2;Bank_272;Switzerland
TX0000005420;China;2.417.496.649.957.710;Cryptocurrency;14/8/13 19:00;Person_352;Casinos;Singapore;False;Legal;1;6;Bank_464;Cayman Islands
TX0000005421;Singapore;2.336.425.786.833.310;Cryptocurrency;14/8/13 20:00;Person_8308;Casinos;Switzerland;False;Illegal;4;1;Bank_423;Bahamas
TX0000005422;UAE;15.799.572.438.801.800;Cash Withdrawal;14/8/13 21:00;Person_8238;Oil & Gas;China;False;Legal;9;0;Bank_340;Singapore
TX0000005423;China;15.064.922.888.494.200;Cryptocurrency;14/8/13 22:00;Person_8152;Oil & Gas;Switzerland;False;Illegal;5;6;Bank_170;Cayman Islands
TX0000005424;Brazil;34.893.438.065.569.300;Offshore Transfer;14/8/13 23:00;Person_7533;Arms Trade;Switzerland;False;Legal;9;9;Bank_117;Cayman Islands
TX0000005425;UK;20.730.658.472.040.500;Offshore Transfer;15/8/13 00:00;Person_9870;Construction;Switzerland;True;Illegal;7;1;Bank_180;Singapore
TX0000005426;Switzerland;15.994.897.899.112.200;Property Purchase;15/8/13 01:00;Person_2746;Finance;India;True;Illegal;3;1;Bank_356;Panama
TX0000005427;Russia;2.565.323.261.885.340;Offshore Transfer;15/8/13 02:00;Person_8496;Finance;Switzerland;False;Illegal;3;2;Bank_320;Singapore
TX0000005428;India;24.493.510.728.908.000;Offshore Transfer;15/8/13 03:00;Person_4459;Luxury Goods;Singapore;False;Illegal;1;7;Bank_300;Bahamas
TX0000005429;UK;1.437.593.120.159.160;Property Purchase;15/8/13 04:00;Person_8512;Real Estate;South Africa;False;Illegal;6;3;Bank_289;Panama
TX0000005430;Russia;542.023.290.198.174;Stocks Transfer;15/8/13 05:00;Person_8053;Casinos;Switzerland;True;Illegal;7;4;Bank_90;Cayman Islands
TX0000005431;Switzerland;40.594.338.579.476.200;Offshore Transfer;15/8/13 06:00;Person_3699;Oil & Gas;Brazil;False;Illegal;4;7;Bank_395;Panama
TX0000005432;UAE;1.867.938.803.047.310;Property Purchase;15/8/13 07:00;Person_3268;Luxury Goods;USA;False;Illegal;4;9;Bank_290;Bahamas
TX0000005433;China;19.217.745.657.829.700;Property Purchase;15/8/13 08:00;Person_4224;Oil & Gas;Singapore;False;Legal;7;5;Bank_402;Singapore
TX0000005434;Russia;14.528.739.173.863.300;Property Purchase;15/8/13 09:00;Person_9450;Arms Trade;USA;True;Illegal;4;6;Bank_189;Cayman Islands
TX0000005435;India;24.702.058.767.699.600;Cash Withdrawal;15/8/13 10:00;Person_6400;Construction;USA;True;Illegal;6;1;Bank_67;Singapore
TX0000005436;Brazil;1.104.128.184.655.010;Offshore Transfer;15/8/13 11:00;Person_6130;Casinos;Brazil;False;Illegal;9;8;Bank_479;Cayman Islands
TX0000005437;India;48.017.485.449.065.000;Stocks Transfer;15/8/13 12:00;Person_3325;Finance;China;True;Legal;6;6;Bank_167;Cayman Islands
TX0000005438;India;4.509.637.529.091.110;Cryptocurrency;15/8/13 13:00;Person_3160;Construction;UK;False;Legal;9;6;Bank_24;Bahamas
TX0000005439;UK;3.658.806.168.351.060;Stocks Transfer;15/8/13 14:00;Person_3830;Casinos;USA;False;Illegal;1;3;Bank_41;Luxembourg
TX0000005440;China;31.089.769.189.804.800;Cash Withdrawal;15/8/13 15:00;Person_6247;Arms Trade;India;False;Illegal;7;9;Bank_356;Switzerland
TX0000005441;Singapore;3.500.128.156.749.380;Offshore Transfer;15/8/13 16:00;Person_9910;Oil & Gas;UK;False;Legal;1;3;Bank_425;Panama
TX0000005442;Singapore;2.176.377.519.365.270;Offshore Transfer;15/8/13 17:00;Person_9944;Oil & Gas;USA;False;Illegal;4;3;Bank_449;Luxembourg
TX0000005443;UK;4.282.017.678.381.050;Cryptocurrency;15/8/13 18:00;Person_2003;Construction;South Africa;False;Illegal;7;0;Bank_245;Bahamas
TX0000005444;Brazil;30.085.788.387.758.000;Cash Withdrawal;15/8/13 19:00;Person_6988;Arms Trade;USA;False;Illegal;4;0;Bank_172;Bahamas
TX0000005445;Singapore;32.848.930.840.745.400;Offshore Transfer;15/8/13 20:00;Person_361;Finance;China;False;Illegal;8;0;Bank_243;Luxembourg
TX0000005446;UK;7.442.867.475.099.600;Cryptocurrency;15/8/13 21:00;Person_9428;Finance;India;False;Illegal;3;5;Bank_38;Switzerland
TX0000005447;India;42.074.519.810.387.200;Stocks Transfer;15/8/13 22:00;Person_3129;Real Estate;USA;False;Legal;6;5;Bank_387;Cayman Islands
TX0000005448;Singapore;2.279.162.000.936.200;Cryptocurrency;15/8/13 23:00;Person_4957;Construction;India;True;Legal;7;9;Bank_106;Cayman Islands
TX0000005449;UK;1.995.907.537.288.950;Property Purchase;16/8/13 00:00;Person_336;Oil & Gas;Switzerland;True;Illegal;9;1;Bank_372;Panama
TX0000005450;USA;1.956.854.920.528.670;Cash Withdrawal;16/8/13 01:00;Person_9104;Casinos;Singapore;False;Illegal;4;8;Bank_269;Panama
TX0000005451;UAE;15.553.206.254.119.700;Cryptocurrency;16/8/13 02:00;Person_3687;Luxury Goods;China;True;Legal;6;0;Bank_154;Luxembourg
TX0000005452;China;4.359.180.999.113.030;Cryptocurrency;16/8/13 03:00;Person_8227;Oil & Gas;USA;False;Illegal;8;0;Bank_261;Switzerland
TX0000005453;China;3.047.931.698.028.290;Stocks Transfer;16/8/13 04:00;Person_2705;Real Estate;China;False;Legal;9;5;Bank_56;Switzerland
TX0000005454;Russia;12.358.145.185.689.400;Cash Withdrawal;16/8/13 05:00;Person_6751;Oil & Gas;Brazil;False;Illegal;5;5;Bank_226;Singapore
TX0000005455;China;2.734.004.457.713.340;Cryptocurrency;16/8/13 06:00;Person_3653;Casinos;Russia;False;Legal;4;6;Bank_314;Bahamas
TX0000005456;UAE;4.632.169.045.177.640;Offshore Transfer;16/8/13 07:00;Person_1596;Real Estate;Switzerland;False;Illegal;9;5;Bank_315;Singapore
TX0000005457;UK;10.680.996.204.036.400;Cash Withdrawal;16/8/13 08:00;Person_9362;Luxury Goods;USA;False;Legal;2;1;Bank_283;Panama
TX0000005458;China;22.043.570.186.663.100;Cash Withdrawal;16/8/13 09:00;Person_203;Casinos;Switzerland;False;Illegal;8;4;Bank_308;Panama
TX0000005459;Brazil;16.798.433.900.259.600;Property Purchase;16/8/13 10:00;Person_9675;Construction;Switzerland;False;Illegal;5;6;Bank_138;Bahamas
TX0000005460;UAE;3.966.871.250.355.550;Stocks Transfer;16/8/13 11:00;Person_626;Luxury Goods;Switzerland;False;Illegal;10;5;Bank_352;Switzerland
TX0000005461;Brazil;30.150.599.770.852.300;Property Purchase;16/8/13 12:00;Person_7791;Casinos;USA;False;Illegal;1;1;Bank_277;Cayman Islands
TX0000005462;Singapore;3.469.378.614.412.540;Cash Withdrawal;16/8/13 13:00;Person_1271;Luxury Goods;China;False;Illegal;10;5;Bank_265;Singapore
TX0000005463;South Africa;4.154.053.946.968.870;Offshore Transfer;16/8/13 14:00;Person_7632;Construction;USA;False;Legal;5;3;Bank_155;Luxembourg
TX0000005464;Russia;2.773.542.161.457.730;Cash Withdrawal;16/8/13 15:00;Person_5934;Oil & Gas;South Africa;True;Illegal;9;2;Bank_310;Singapore
TX0000005465;Switzerland;450.130.129.345.834;Offshore Transfer;16/8/13 16:00;Person_5446;Arms Trade;Brazil;False;Illegal;8;7;Bank_241;Panama
TX0000005466;UAE;3.943.453.813.114.880;Offshore Transfer;16/8/13 17:00;Person_6749;Real Estate;Russia;False;Illegal;4;0;Bank_497;Cayman Islands
TX0000005467;Singapore;433.581.866.212.297;Offshore Transfer;16/8/13 18:00;Person_6963;Arms Trade;USA;False;Illegal;3;2;Bank_335;Bahamas
TX0000005468;China;10.663.987.616.434.400;Property Purchase;16/8/13 19:00;Person_8101;Oil & Gas;Russia;False;Illegal;5;8;Bank_269;Cayman Islands
TX0000005469;USA;7.015.494.000.543.540;Offshore Transfer;16/8/13 20:00;Person_4306;Oil & Gas;South Africa;False;Illegal;2;4;Bank_344;Cayman Islands
TX0000005470;Switzerland;9.698.487.600.069.440;Offshore Transfer;16/8/13 21:00;Person_7420;Arms Trade;China;False;Illegal;8;4;Bank_311;Cayman Islands
TX0000005471;Switzerland;164.594.101.629.955;Property Purchase;16/8/13 22:00;Person_8049;Real Estate;UK;False;Illegal;1;9;Bank_292;Cayman Islands
TX0000005472;USA;27.235.219.639.784.300;Cash Withdrawal;16/8/13 23:00;Person_1613;Finance;South Africa;False;Illegal;3;1;Bank_390;Panama
TX0000005473;UK;4.187.458.408.042.070;Offshore Transfer;17/8/13 00:00;Person_7753;Real Estate;India;False;Legal;1;0;Bank_339;Panama
TX0000005474;Brazil;15.932.483.327.059.900;Cash Withdrawal;17/8/13 01:00;Person_8593;Casinos;Switzerland;False;Illegal;6;1;Bank_217;Bahamas
TX0000005475;UK;4.708.337.564.175.690;Cash Withdrawal;17/8/13 02:00;Person_4867;Arms Trade;Switzerland;False;Illegal;7;4;Bank_287;Bahamas
TX0000005476;India;20.580.772.271.941.600;Property Purchase;17/8/13 03:00;Person_4918;Casinos;UAE;False;Illegal;7;3;Bank_25;Singapore
TX0000005477;India;30.428.777.230.387.700;Cash Withdrawal;17/8/13 04:00;Person_1438;Arms Trade;Singapore;False;Illegal;2;6;Bank_441;Singapore
TX0000005478;UAE;443.586.208.311.509;Cash Withdrawal;17/8/13 05:00;Person_6993;Casinos;India;False;Illegal;1;0;Bank_62;Switzerland
TX0000005479;Singapore;4.565.614.059.684.870;Offshore Transfer;17/8/13 06:00;Person_4809;Casinos;UK;False;Illegal;4;9;Bank_395;Luxembourg
TX0000005480;China;4.072.583.709.971.390;Offshore Transfer;17/8/13 07:00;Person_7654;Finance;South Africa;True;Legal;9;4;Bank_62;Switzerland
TX0000005481;Brazil;4.774.266.237.450.080;Cash Withdrawal;17/8/13 08:00;Person_5658;Finance;Switzerland;False;Illegal;3;9;Bank_426;Cayman Islands
TX0000005482;Russia;52.304.341.937.853.800;Cash Withdrawal;17/8/13 09:00;Person_2404;Casinos;South Africa;True;Illegal;1;2;Bank_391;Cayman Islands
TX0000005483;South Africa;19.771.343.860.372.200;Cryptocurrency;17/8/13 10:00;Person_9227;Oil & Gas;USA;True;Illegal;3;3;Bank_443;Bahamas
TX0000005484;Russia;1.293.308.121.366.160;Cash Withdrawal;17/8/13 11:00;Person_2076;Casinos;South Africa;False;Illegal;4;8;Bank_74;Luxembourg
TX0000005485;South Africa;29.000.929.863.502.300;Stocks Transfer;17/8/13 12:00;Person_8361;Casinos;Brazil;True;Illegal;9;5;Bank_114;Cayman Islands
TX0000005486;Singapore;3.879.722.394.689.530;Cash Withdrawal;17/8/13 13:00;Person_8194;Construction;India;False;Illegal;6;8;Bank_476;Panama
TX0000005487;India;4.999.812.408.537.270;Cash Withdrawal;17/8/13 14:00;Person_2810;Casinos;Singapore;False;Legal;7;2;Bank_20;Panama
TX0000005488;India;8.975.567.811.368.610;Cryptocurrency;17/8/13 15:00;Person_8740;Real Estate;USA;False;Legal;4;6;Bank_308;Bahamas
TX0000005489;South Africa;4.619.969.735.363.270;Property Purchase;17/8/13 16:00;Person_2156;Luxury Goods;Singapore;False;Legal;8;6;Bank_77;Cayman Islands
TX0000005490;India;3.356.302.785.098.560;Property Purchase;17/8/13 17:00;Person_2450;Luxury Goods;India;True;Illegal;8;2;Bank_420;Switzerland
TX0000005491;Brazil;11.461.209.623.444.500;Cash Withdrawal;17/8/13 18:00;Person_328;Real Estate;USA;False;Illegal;3;0;Bank_208;Singapore
TX0000005492;South Africa;2.809.491.694.472.270;Cash Withdrawal;17/8/13 19:00;Person_6893;Real Estate;USA;True;Legal;7;1;Bank_485;Luxembourg
TX0000005493;USA;5.383.674.773.866.680;Offshore Transfer;17/8/13 20:00;Person_3865;Construction;USA;False;Illegal;2;8;Bank_200;Panama
TX0000005494;South Africa;3.554.075.040.390.250;Stocks Transfer;17/8/13 21:00;Person_3740;Finance;South Africa;False;Illegal;3;1;Bank_499;Panama
TX0000005495;UAE;3.782.230.795.012.180;Property Purchase;17/8/13 22:00;Person_3343;Casinos;Singapore;False;Legal;7;5;Bank_486;Cayman Islands
TX0000005496;China;11.324.181.907.659.200;Property Purchase;17/8/13 23:00;Person_6066;Construction;Russia;False;Legal;2;2;Bank_480;Panama
TX0000005497;Switzerland;16.375.934.791.237.700;Offshore Transfer;18/8/13 00:00;Person_7061;Finance;China;True;Legal;5;1;Bank_239;Bahamas
TX0000005498;UK;4.434.223.140.979.240;Stocks Transfer;18/8/13 01:00;Person_4886;Arms Trade;Switzerland;False;Illegal;10;0;Bank_81;Panama
TX0000005499;Singapore;36.316.182.498.311.100;Cryptocurrency;18/8/13 02:00;Person_4088;Finance;South Africa;False;Legal;1;1;Bank_191;Panama
TX0000005500;USA;29.642.423.832.349.600;Property Purchase;18/8/13 03:00;Person_862;Casinos;Russia;True;Illegal;3;8;Bank_371;Panama
TX0000005501;UK;8.111.563.219.268.370;Property Purchase;18/8/13 04:00;Person_7498;Arms Trade;USA;True;Illegal;5;4;Bank_299;Panama
TX0000005502;China;3.941.016.914.115.790;Offshore Transfer;18/8/13 05:00;Person_7688;Luxury Goods;Russia;False;Legal;1;5;Bank_26;Switzerland
TX0000005503;UK;4.652.898.216.934.070;Cryptocurrency;18/8/13 06:00;Person_6559;Luxury Goods;UAE;False;Illegal;5;9;Bank_26;Panama
TX0000005504;Singapore;4.794.969.071.798.120;Property Purchase;18/8/13 07:00;Person_9280;Finance;Switzerland;False;Legal;3;4;Bank_453;Cayman Islands
TX0000005505;UK;28.296.781.647.238.100;Property Purchase;18/8/13 08:00;Person_7751;Finance;UK;False;Illegal;10;1;Bank_276;Switzerland
TX0000005506;USA;26.559.272.134.215.800;Stocks Transfer;18/8/13 09:00;Person_2755;Luxury Goods;USA;False;Illegal;5;9;Bank_299;Singapore
TX0000005507;Switzerland;357.162.494.128.367;Property Purchase;18/8/13 10:00;Person_9410;Luxury Goods;Switzerland;False;Illegal;1;6;Bank_64;Singapore
TX0000005508;South Africa;19.754.290.424.057.400;Property Purchase;18/8/13 11:00;Person_9837;Casinos;USA;False;Legal;4;9;Bank_125;Singapore
TX0000005509;Brazil;2.177.194.011.114.890;Stocks Transfer;18/8/13 12:00;Person_7478;Finance;Brazil;False;Illegal;6;8;Bank_136;Cayman Islands
TX0000005510;South Africa;43.847.367.609.691.800;Cash Withdrawal;18/8/13 13:00;Person_783;Finance;South Africa;False;Illegal;1;1;Bank_126;Singapore
TX0000005511;UK;11.269.379.954.190.400;Cryptocurrency;18/8/13 14:00;Person_6879;Finance;India;True;Illegal;3;3;Bank_138;Luxembourg
TX0000005512;India;20.126.404.186.754.600;Property Purchase;18/8/13 15:00;Person_5352;Real Estate;India;False;Illegal;7;6;Bank_472;Switzerland
TX0000005513;Russia;4.994.448.545.376.100;Cryptocurrency;18/8/13 16:00;Person_5993;Arms Trade;India;True;Legal;9;7;Bank_62;Cayman Islands
TX0000005514;India;188.976.118.333.436;Cash Withdrawal;18/8/13 17:00;Person_266;Arms Trade;China;False;Illegal;7;0;Bank_443;Luxembourg
TX0000005515;Switzerland;26.024.240.398.905.400;Offshore Transfer;18/8/13 18:00;Person_9956;Arms Trade;India;True;Legal;10;4;Bank_202;Luxembourg
TX0000005516;UAE;18.929.808.617.684.900;Offshore Transfer;18/8/13 19:00;Person_6826;Oil & Gas;Switzerland;False;Illegal;10;5;Bank_299;Singapore
TX0000005517;South Africa;2.601.857.387.645.390;Cryptocurrency;18/8/13 20:00;Person_3252;Casinos;Switzerland;False;Illegal;5;8;Bank_331;Luxembourg
TX0000005518;India;3.903.991.408.797.640;Offshore Transfer;18/8/13 21:00;Person_6156;Arms Trade;UAE;False;Illegal;2;4;Bank_252;Luxembourg
TX0000005519;Brazil;423.532.820.107.914;Offshore Transfer;18/8/13 22:00;Person_8528;Arms Trade;India;False;Illegal;8;6;Bank_410;Singapore
TX0000005520;USA;29.629.826.374.231.800;Stocks Transfer;18/8/13 23:00;Person_8528;Luxury Goods;Brazil;False;Illegal;9;7;Bank_302;Bahamas
TX0000005521;Switzerland;28.364.035.493.418.000;Cryptocurrency;19/8/13 00:00;Person_2893;Real Estate;Switzerland;False;Legal;10;3;Bank_311;Luxembourg
TX0000005522;UAE;4.875.085.115.819.510;Stocks Transfer;19/8/13 01:00;Person_1681;Construction;Russia;False;Illegal;2;2;Bank_29;Singapore
TX0000005523;India;4.203.665.735.486.460;Cryptocurrency;19/8/13 02:00;Person_6954;Real Estate;Russia;True;Illegal;5;5;Bank_409;Switzerland
TX0000005524;Russia;1.119.092.506.609.480;Offshore Transfer;19/8/13 03:00;Person_5091;Oil & Gas;South Africa;True;Illegal;6;9;Bank_344;Singapore
TX0000005525;UAE;11.781.521.464.426.400;Stocks Transfer;19/8/13 04:00;Person_6088;Oil & Gas;Switzerland;False;Illegal;3;4;Bank_59;Switzerland
TX0000005526;Switzerland;4.340.680.458.257.960;Cryptocurrency;19/8/13 05:00;Person_4210;Casinos;USA;True;Illegal;7;4;Bank_245;Panama
TX0000005527;Switzerland;4.349.949.882.652.900;Property Purchase;19/8/13 06:00;Person_2065;Construction;China;True;Illegal;5;9;Bank_69;Switzerland
TX0000005528;UAE;1.394.194.685.398.660;Cash Withdrawal;19/8/13 07:00;Person_3737;Arms Trade;Russia;False;Illegal;10;0;Bank_204;Singapore
TX0000005529;China;20.327.543.807.836.300;Stocks Transfer;19/8/13 08:00;Person_924;Arms Trade;China;False;Legal;5;0;Bank_263;Cayman Islands
TX0000005530;UK;23.845.703.562.549.000;Offshore Transfer;19/8/13 09:00;Person_2628;Construction;India;False;Illegal;6;2;Bank_380;Luxembourg
TX0000005531;Singapore;1.301.317.247.077.920;Cash Withdrawal;19/8/13 10:00;Person_5860;Real Estate;India;False;Legal;3;8;Bank_204;Luxembourg
TX0000005532;Singapore;3.511.781.285.383.220;Offshore Transfer;19/8/13 11:00;Person_3678;Finance;UK;True;Legal;4;5;Bank_395;Switzerland
TX0000005533;Singapore;25.142.218.815.873.300;Offshore Transfer;19/8/13 12:00;Person_9656;Casinos;USA;False;Legal;7;1;Bank_331;Panama
TX0000005534;South Africa;24.200.562.604.226.700;Cash Withdrawal;19/8/13 13:00;Person_8965;Construction;India;True;Legal;10;5;Bank_357;Bahamas
TX0000005535;Brazil;40.414.674.852.242.600;Cryptocurrency;19/8/13 14:00;Person_4996;Real Estate;UAE;False;Illegal;9;5;Bank_178;Panama
TX0000005536;Brazil;26.394.182.366.349.900;Cryptocurrency;19/8/13 15:00;Person_6110;Casinos;UAE;False;Illegal;10;2;Bank_253;Luxembourg
TX0000005537;China;28.576.592.898.816.100;Stocks Transfer;19/8/13 16:00;Person_4204;Luxury Goods;USA;False;Legal;4;7;Bank_491;Bahamas
TX0000005538;USA;8.891.943.076.816.650;Stocks Transfer;19/8/13 17:00;Person_3638;Real Estate;USA;True;Illegal;6;6;Bank_16;Panama
TX0000005539;Switzerland;3.532.880.167.083.240;Offshore Transfer;19/8/13 18:00;Person_6713;Real Estate;India;False;Legal;9;4;Bank_284;Panama
TX0000005540;India;39.450.935.049.011.400;Offshore Transfer;19/8/13 19:00;Person_8678;Oil & Gas;UAE;False;Illegal;1;4;Bank_267;Panama
TX0000005541;USA;9.813.678.513.242.140;Stocks Transfer;19/8/13 20:00;Person_5234;Luxury Goods;UAE;False;Legal;6;7;Bank_100;Singapore
TX0000005542;USA;5.692.614.478.088.480;Property Purchase;19/8/13 21:00;Person_1544;Arms Trade;Singapore;False;Legal;5;2;Bank_429;Cayman Islands
TX0000005543;Singapore;22.957.955.106.102.800;Property Purchase;19/8/13 22:00;Person_5713;Arms Trade;Brazil;True;Illegal;7;7;Bank_496;Singapore
TX0000005544;UK;13.574.295.941.653.400;Stocks Transfer;19/8/13 23:00;Person_603;Construction;UAE;False;Illegal;1;2;Bank_319;Luxembourg
TX0000005545;UK;5.527.988.807.292.660;Cash Withdrawal;20/8/13 00:00;Person_8052;Real Estate;Brazil;False;Illegal;3;2;Bank_68;Cayman Islands
TX0000005546;Singapore;14.078.961.086.473.700;Cash Withdrawal;20/8/13 01:00;Person_8238;Finance;UK;False;Legal;10;9;Bank_92;Bahamas
TX0000005547;UAE;4.036.224.968.463.160;Property Purchase;20/8/13 02:00;Person_5221;Casinos;South Africa;False;Illegal;10;1;Bank_345;Panama
TX0000005548;Brazil;4.773.921.839.323.240;Cryptocurrency;20/8/13 03:00;Person_2330;Luxury Goods;Brazil;False;Illegal;7;3;Bank_376;Panama
TX0000005549;USA;445.122.457.053.703;Property Purchase;20/8/13 04:00;Person_7350;Arms Trade;Singapore;False;Legal;10;8;Bank_301;Luxembourg
TX0000005550;South Africa;3.743.231.274.511.790;Cryptocurrency;20/8/13 05:00;Person_5567;Casinos;Brazil;False;Illegal;7;8;Bank_462;Singapore
TX0000005551;Singapore;2.169.574.577.996.300;Stocks Transfer;20/8/13 06:00;Person_1002;Luxury Goods;USA;False;Illegal;6;7;Bank_440;Cayman Islands
TX0000005552;Singapore;6.956.270.620.562.720;Offshore Transfer;20/8/13 07:00;Person_9440;Luxury Goods;Switzerland;False;Illegal;5;5;Bank_339;Switzerland
